Country Name,Country Code,Year,average_value_Age dependency ratio (% of working-age population),"average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)",average_value_Population ages 15-64 (% of total population),"average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)",average_value_Population ages 65 and above (% of total population),"average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)",average_value_Population growth (annual %),"average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total",average_value_Sex ratio at birth (male births per female births)
Sweden,SWE,2015,58.48568901,31.07669242,27.40899659,4.992349654,5.36338298,63.0971792,3038196,61.98860259,3144813,64.20646296,6183010,6.97050609,7.324391459,6.69168257,6.974022589,6.098102555,6.402463011,6.014156569,6.253083476,6.565087929,6.756028041,6.849214378,7.088162404,6.285834443,6.483207044,5.899928605,5.968584199,5.621739799,5.593137761,19.60851822,1038741,21.19353583,882737,18.0225149,1921475,6.237923807,6.093418859,5.007439457,4.846137645,3.628104543,3.168829402,6.320068025,3.914128997,1.057454686,4901217,50.01657459,4897969,49.98342541,9799186,1.059
Europe & Central Asia (IDA & IBRD countries),TEC,2013,45.24543867,16.70149193,28.39741307,6.097725042,6.966742961,68.91850729,157362493,67.687594,149700597,70.26097857,307064442,7.388938566,8.353731519,8.074408835,9.01393691,7.51335899,8.235974133,7.016020537,7.484344528,6.416778515,6.70732971,6.317129185,6.369803451,6.822594482,6.587431348,6.565736686,5.934555753,5.474903161,4.607128259,11.51041925,32674550,14.05456692,18612319,8.735567648,51284343,3.780781732,2.941197021,3.426856569,2.261805041,3.343966896,1.99150254,3.502961728,1.541063046,0.554890994,232483508,52.17932856,213063636,47.82067144,447365261,1.061450556
Upper middle income,UMC,2019,44.97230894,15.45684451,29.29570254,6.302672817,6.807952729,69.08341315,853933362,68.69374358,872295053,69.4691831,1726228454,6.60670084,7.04679486,7.362352559,7.738654339,8.362334112,8.589422648,7.010320098,7.090395372,6.90924149,6.912823641,7.587764886,7.53535697,7.302090841,7.112449712,6.100170879,5.862670421,5.15009506,4.772662411,10.67811572,147851765,11.89377494,118969405,9.474669537,266820448,4.58922694,4.092981622,2.911890662,2.428912456,1.950395335,1.493941977,2.442262002,1.458833484,0.574240982,1243102090,49.74876591,1255657562,50.25123409,2500746096,1.08450868
Africa Eastern and Southern,AFE,2019,81.78834707,5.701516413,75.15494373,10.62547843,10.87084878,55.29246794,184775397,55.5740279,180180523,55.00668967,364955873,9.200735819,9.332285439,7.891981212,7.926667051,6.745567314,6.695970068,5.642227485,5.535508119,4.541566015,4.44701443,3.682829345,3.578091505,2.957259976,2.789242121,2.390595232,2.179483887,1.895787069,1.651578271,3.152509118,11844809,3.562507571,8963142,2.73632662,20808019,1.425492435,1.189728138,1.008502288,0.781298051,0.631786893,0.4538101,0.496725955,0.311490331,2.636666337,332485163,50.37300817,327561109,49.62699183,660046272,1.031640915
American Samoa,ASM,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20812792,,,,,55197,
"Congo, Rep.",COG,2015,80.90939504,4.647412255,76.26198278,9.911190447,10.03627964,55.27628681,1345679,55.29758926,1338588,55.25485115,2684268,8.357721853,8.440660769,7.469009937,7.525517312,6.928805246,6.948361885,6.259898205,6.287906526,5.188734682,5.234191279,4.105120069,4.112325294,3.101266395,3.035700502,2.275672872,2.132610355,1.700169548,1.501297588,2.568915971,72408,2.975440534,52341,2.160555872,124749,1.252916555,1.001167768,0.864960333,0.635688283,0.527096118,0.345996051,0.330467528,0.17770377,2.483756987,2433522,50.11275525,2422571,49.88724475,4856093,1.03
East Asia & Pacific (excluding high income),EAP,2016,41.81968385,12.2208127,29.37324445,6.718814974,7.137258592,70.62443297,711147749,70.51471256,738759437,70.73036199,1449907329,7.102572668,7.43961161,8.606050979,8.759038114,7.641178046,7.668079789,6.905967469,6.899519966,7.818919181,7.802648072,8.189043034,8.041148207,6.92037535,6.780038934,5.522782516,5.35383829,5.089008347,4.849180416,8.630879637,95693911,9.48864511,81496252,7.80262036,177190459,3.607567748,3.273619764,2.367067527,2.059796854,1.707253126,1.35311179,1.80675671,1.116091953,0.731888579,1008509747,49.12412515,1044472863,50.87587485,2053107304,1.104476536
European Union,EUU,2012,50.6705092,27.41117651,23.12450422,5.176803655,5.728650806,66.42943277,146549628,64.79273916,146664702,68.14838492,293216816,5.707230711,6.2654409,6.185033329,6.680753106,6.587643125,7.042647967,6.887879235,7.361166438,7.186787621,7.643766808,7.25900323,7.628954685,7.02607592,7.234750622,6.607928205,6.593316633,6.168354134,5.968936951,18.20908965,46622330,20.6127341,33755537,15.68465527,80374179,5.205646345,4.852515836,4.724273941,4.040294657,4.243159963,3.232672213,6.439653849,3.559172559,0.147238215,226182177,51.24246863,215213760,48.75753137,441395937,1.055727005
"Gambia, The",GMB,2010,91.58375063,5.092698937,86.49105169,11.28898159,11.49271845,52.19646932,478003,52.91864418,457984,51.46350234,935987,9.460753543,9.419386012,7.763049955,7.273575153,6.374221032,5.835355987,4.976203366,4.606481481,4.281069304,3.882371449,3.265989799,3.122640237,2.173304151,2.34537936,1.776638226,1.853200288,1.558433219,1.632393923,2.658214718,23890,2.644808525,23779,2.672037936,47667,1.179259121,1.246291802,0.784807352,0.802544049,0.437517091,0.422397519,0.243224962,0.200804567,2.995687968,903279,50.37249073,889920,49.62750927,1793199,1.03
Guinea-Bissau,GNB,2011,84.45586561,4.981619274,79.47424633,10.88802887,11.1876945,54.21349734,443100,55.06837875,404255,53.30647713,847355,9.665985613,9.692758057,8.302636223,8.165646922,6.513504243,6.351337096,5.130518644,5.030592331,3.923016122,3.830766391,3.25762208,3.054354133,2.829229614,2.470330714,2.660954767,2.110870827,1.896882566,1.412126167,2.700722782,25755,3.200826212,16460,2.170473126,42212,1.383109878,0.991349755,0.911095203,0.612769661,0.543599839,0.350493169,0.363021292,0.215860541,2.618312205,804636,51.48036207,758360,48.51963793,1562996,1.03
High income,HIC,2011,49.23540076,23.25112017,25.65842134,6.022047716,6.461527421,67.15486413,382979701,65.62080145,395244840,68.71198277,778220867,6.281674914,6.791028646,6.594802051,7.126797107,6.725152543,7.256545784,6.958585707,7.469424921,7.017223344,7.446648381,7.094695831,7.4072605,6.806212067,6.943324828,6.281467685,6.203388275,5.83893959,5.60603691,15.61425829,103336626,17.70598304,77612117,13.49260423,180945069,4.73495326,4.331212682,4.057302689,3.484229291,3.440033569,2.645173203,5.473693524,3.03198905,0.472001977,583625458,50.36267951,575219667,49.63732049,1159642350,1.052307873
IDA only,IDX,2017,76.57665094,6.219958518,68.45954201,10.51191791,10.79594696,57.2477021,306188813,57.60979193,299809922,56.88410658,605990617,9.276380191,9.421866977,8.030159272,7.997117538,6.993320305,6.812665309,5.887743803,5.691567248,4.844546532,4.697027265,4.04738146,3.912922867,3.349944913,3.210458678,2.656882502,2.500099001,2.011515039,1.844434736,3.560783207,20552955,3.867063131,17139235,3.251893904,37692365,1.502747611,1.328033827,1.084341558,0.920764115,0.693770548,0.566383667,0.586203414,0.436712295,2.25332336,531487448,50.20941614,527053934,49.79058386,1060401803,1.038777855
IDA only,IDX,2014,78.86109296,6.178085588,70.85451625,10.5831786,10.84725411,56.48677104,282762638,56.86577344,276721260,56.10518277,559481388,9.229019062,9.329596989,7.999018249,7.900134702,6.934276226,6.738837807,5.69001411,5.538201048,4.748368129,4.626357659,3.977782314,3.852947328,3.242246978,3.115696361,2.527224744,2.379277187,1.934645034,1.776879577,3.489800849,18779021,3.776607706,15786308,3.200670973,34565239,1.483447293,1.311890256,1.066835994,0.917157555,0.673259393,0.555150608,0.553065026,0.416472554,2.199691575,497245743,50.20329002,493218713,49.79670998,992345383,1.038771807
Marshall Islands,MHL,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.646743379,,,,,58791,
Netherlands,NLD,2018,54.56989978,29.67153807,24.8983617,5.790249446,6.15284486,64.69564866,5520618,63.79353209,5627462,65.60542001,11148111,5.910284854,6.232071547,6.203661944,6.470116654,6.077720476,6.277631602,5.787214712,5.923772811,6.118525978,6.17404106,7.06531635,7.137761644,7.463520161,7.649178859,7.040046352,7.226997648,6.336991822,6.361003325,19.19619263,1782696,20.5999506,1525161,17.78045635,3307816,6.009999216,5.900951568,5.228403431,5.025995962,3.612734305,3.207044016,5.748813652,3.646464803,0.583933409,8653884,50.22094356,8577740,49.77905644,17231624,1.052
Pakistan,PAK,2011,71.1830779,7.299443671,63.88363423,10.98451088,10.95763323,58.41698939,52247923,58.76027954,54853807,58.09363623,107101806,9.79891298,9.732891502,8.231671853,8.155627949,6.842965609,6.760898137,5.694103057,5.619057737,4.907539864,4.822907142,4.242115381,4.151983332,3.449678176,3.374554853,2.558838051,2.484738611,2.04994368,2.033343729,4.264115076,3762591,4.231572974,4055250,4.294765144,7817836,1.685226337,1.688356082,1.196301133,1.218803566,0.755741217,0.768025059,0.594304286,0.619580437,2.158796524,88917077,48.4984158,94423091,51.5015842,183340168,1.087
Paraguay,PRY,2014,57.68951944,9.025819459,48.66369998,10.41346936,10.52425034,63.41575137,2047323,63.16921186,2137816,63.65370358,4185138,9.867590822,9.95623059,9.098417964,9.17755195,7.752450313,7.859556768,6.064768619,6.176816505,4.947155427,4.988730121,4.604886002,4.575421839,4.038396625,4.023718852,3.481379593,3.484283209,2.900697128,2.887143406,5.72378986,198159,6.11410503,179581,5.347043778,377743,2.117238617,2.046740965,1.576389365,1.432867551,1.151121223,0.970281464,1.269355825,0.897153797,1.361613439,3241014,49.10981459,3358510,50.89018541,6599524,1.05
French Polynesia,PYF,2020,45.54309755,13.19869018,32.34440737,7.253160996,7.934711551,68.70826036,95083,68.58117611,97925,68.8347474,193004,7.683042058,7.595897681,6.755479902,6.717231005,8.302618957,7.84192435,7.627503733,7.117200076,6.676139437,6.788930206,7.436365341,7.285201144,6.5051968,6.982236874,5.983713566,5.905342996,4.357955324,4.666071516,9.068449457,13100,9.448728028,12372,8.696691293,25474,3.717461394,3.660876839,2.085932936,2.101067756,1.845747712,1.675090151,1.799585987,1.259656547,0.578020814,138643,49.35600775,142261,50.64399225,280904,
Saudi Arabia,SAU,2013,42.8933518,4.196231202,38.6971206,9.258023572,7.332662976,69.98226311,8608591,65.96534513,12420913,73.05608919,21031110,9.651719533,8.007652798,9.442074786,8.927015509,9.486679563,10.68310304,9.114316654,11.47477403,6.921111844,9.355150364,4.783308603,6.964892013,3.336162926,5.078389539,2.247020193,3.255650579,1.724927457,1.976798339,2.936617421,426520,3.268309414,456125,2.682790603,882514,1.152789404,1.075898286,0.91902237,0.767979505,0.594329331,0.450167705,0.602168309,0.388745107,3.030794397,13050172,43.425219,17001886,56.574781,30052058,1.03
Solomon Islands,SLB,2020,77.62305214,6.520457402,71.10259474,10.02322165,10.36299397,56.29902575,191386,56.68747927,195318,55.92306062,386706,8.65154495,9.100904192,7.282534003,7.515275066,6.362257713,6.049613184,6.055696412,5.438896874,5.649909957,5.158018908,4.686389271,4.511799165,3.357956969,3.28378123,2.642054879,2.567986211,1.975913464,1.933791824,3.670925513,13042,3.86296858,12171,3.484776472,25215,1.424103123,1.358578946,1.114283683,0.972049636,0.752630207,0.657099828,0.571951566,0.497048061,2.514618024,337616,49.1522512,349262,50.8477488,686878,
Tanzania,TZA,2016,88.93332893,4.84370108,84.08962785,10.32978644,10.47971911,52.928723,14096040,53.06140195,13982243,52.79564348,28078281,8.953781263,9.043534164,7.72153383,7.738546863,6.490276401,6.489299496,5.381241289,5.392277803,4.333338039,4.338320324,3.428737057,3.394494713,2.696709363,2.585004531,2.115531314,1.936632283,1.610466949,1.397814188,2.563709219,793874,2.988361796,566165,2.137786154,1360028,1.262726786,0.996979048,0.869785182,0.625210837,0.518751276,0.33484362,0.337098552,0.180752648,2.997574458,26565525,50.0771161,26483706,49.9228839,53049231,1.03
Upper middle income,UMC,2011,42.06313091,11.62698751,29.96091918,7.3120423,7.780953439,70.62750083,827547519,70.54035547,840135806,70.71349915,1667683945,8.882593679,9.221366089,7.969001781,8.140622532,7.262464672,7.328638894,7.920634915,7.958787372,8.148235004,8.060593924,7.174394072,7.072054772,5.975182681,5.802388823,5.678781332,5.423145116,4.217025032,3.924948192,8.211850716,107310934,9.147210772,86591257,7.28831069,193901404,2.936863358,2.681863382,2.506876578,2.118441031,1.830448304,1.38605246,1.873022531,1.101953816,0.709104207,1173154734,49.68386681,1188084052,50.31613319,2363223603,1.101102485
South Africa,ZAF,2013,52.26340944,7.450435734,44.81297371,8.977843225,9.357839002,65.6756599,17795102,65.45491475,17464301,65.9022343,35259374,9.605460119,10.03421959,9.608994921,10.0590608,8.318475637,8.680956533,6.90712937,7.084186955,5.996456075,6.000113131,5.085569442,4.947503081,4.356237775,4.056042047,3.69265123,3.254678048,2.906096957,2.427635111,4.89312325,1574274,5.79058049,1052597,3.972016637,2626977,2.152845601,1.677187484,1.660525943,1.172121828,1.104966056,0.68366352,0.872242891,0.439043805,1.604367369,27186808,50.63934416,26500317,49.36065584,53687125,1.031
Austria,AUT,2013,48.64841934,27.45979266,21.18862669,5.375120813,5.919775596,67.27283607,2846832,65.63260438,2857718,68.9887384,5704617,6.119467439,6.649055735,6.413554845,6.833116367,6.400965135,6.755501303,6.289782685,6.56926343,7.390502652,7.727436184,8.206548934,8.727603424,7.653172904,8.070842169,6.379258738,6.466263167,5.404230234,5.269881025,18.47297903,901862,20.79207785,664713,16.04696238,1566476,5.456485529,5.101228562,5.089921606,4.476575635,3.767682145,3.017608619,6.477988571,3.451549562,0.589387255,4337527,51.15114892,4142296,48.84885108,8479823,1.055
Bermuda,BMU,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009387321,,,,,63913,
Europe & Central Asia,ECS,2012,48.38518106,22.15318783,26.02050536,5.802833177,6.501097163,67.48836252,304674825,66.16357022,297026670,68.90261288,601705416,6.722640776,7.432407318,7.08417512,7.716367796,6.958640062,7.463166627,6.871266434,7.295219543,6.779767266,7.114410188,6.986264071,7.179192386,6.927740199,6.907070768,6.420942367,6.117531414,5.609300748,5.176149674,14.95082401,79564630,17.27835577,53738639,12.46599359,133296931,4.403554957,3.905099282,4.221326984,3.325807229,3.62421867,2.590847253,5.029255154,2.644239829,0.407186185,460487279,51.64908163,431081865,48.35091837,893786694,1.058789911
Fiji,FJI,2016,53.56962426,7.890016459,45.67960781,8.239482366,8.39781176,65.11699349,278545,64.85437481,289539,65.37152895,568085,8.51236225,8.531020765,7.845762329,7.900874438,7.992446908,8.111976844,7.191269706,7.335752168,5.760280144,5.996437224,5.558879889,5.616678671,5.653177118,5.640836914,4.733488089,4.69934276,3.367226008,3.140797403,5.137786724,24552,5.716507603,20274,4.577422654,44822,2.463369601,2.15798588,1.700376956,1.348571841,0.9180592,0.629243215,0.634701846,0.441621718,0.433535157,429493,49.23086269,442913,50.76913731,872406,1.06
Ghana,GHA,2010,72.78458196,4.903630304,67.88095166,10.53624022,10.76662763,57.87553473,7095973,57.94415227,7245359,57.80847251,14341334,9.466147454,9.657031228,8.101074061,8.190627816,6.90986645,6.931008109,6.048768649,6.027126269,5.211384273,5.177284095,4.294065079,4.209157844,3.231305182,3.073519,2.267383883,2.092810355,1.877917021,1.683280161,2.838001666,382849,3.126260592,320396,2.556340322,703246,1.344944745,1.11916285,0.926293386,0.755996823,0.546404983,0.442506119,0.308617478,0.238674529,2.487008974,12246228,49.42057612,12533386,50.57942388,24779614,1.053
Hungary,HUN,2019,51.80881532,29.89791933,21.91089599,4.660893581,5.431606358,65.87232267,3239548,63.25080815,3196910,68.75976781,6436478,5.163431782,5.977583681,6.14758797,7.085053979,5.875802483,6.746400477,6.595185987,7.367612434,8.083948759,9.020626051,7.399550471,8.196669018,6.284633098,6.647990018,5.853680638,5.790245755,7.186093377,6.495980036,19.69445761,1195417,23.34000469,728980,15.67903217,1924373,7.381959369,6.154440406,5.435768838,3.973916346,4.55564245,2.860218087,5.966634032,2.690457332,-0.04525571,5121750,52.41711652,4649391,47.58288348,9771141,1.059
Indonesia,IDN,2010,51.03599149,7.495182646,43.54080885,8.76017918,8.910254476,66.20938439,79466652,66.21463891,80650298,66.20420593,160116952,8.539814377,8.344545937,9.034902767,8.885016525,8.367895701,8.343166858,7.747199172,7.816088104,6.928220316,6.964916128,5.919426496,5.888068679,4.80866017,4.895874467,3.450477967,3.683182072,2.657862762,2.473092687,4.962514093,6642643,5.534902963,5358416,4.398615816,12001058,2.075550178,1.861359875,1.631127661,1.288299535,0.985936433,0.709970789,0.842288691,0.538985617,1.337782477,120013721,49.62644163,121820505,50.37355837,241834226,1.05
Iraq,IRQ,2018,71.55650139,5.701850708,65.85465068,10.34887791,10.6151352,58.28983494,11114818,58.53127435,11288069,58.0540532,22402884,9.397654087,9.593137074,8.260248789,8.421520045,7.106402858,7.225345397,6.077962828,6.156654367,5.285415858,5.252306526,4.437585814,4.229398099,3.402168257,3.039904152,2.285890383,1.919125253,1.92906757,1.601527088,3.323599663,703001,3.70204392,574380,2.954011627,1277379,1.555098473,1.305729918,0.864218016,0.738590337,0.69243921,0.533772076,0.59028822,0.375919297,2.318453133,18989537,49.40868153,19444067,50.59131847,38433604,1.065
Italy,ITA,2016,55.85919804,34.65507628,21.20412176,4.371016675,5.018675999,64.16047427,19521066,62.59055995,19377775,65.82352034,38898890,4.662991379,5.285648159,5.097149779,5.575423624,5.568402643,5.968406371,6.446518586,6.831285919,7.619973882,7.997340463,8.007809064,8.301567867,7.832494782,7.991345132,6.860242345,6.844383307,6.123960816,6.009443495,22.23486089,7669404,24.59047644,5811105,19.73948827,13480440,6.075208641,5.856739086,5.106125384,4.678615798,4.949278223,4.146830614,8.459864197,5.05730277,-0.169884073,31188515,51.44285317,29438983,48.55714683,60627498,1.063
Moldova,MDA,2020,39.62846035,17.44382342,22.18463693,4.652689569,5.415038565,71.61865391,956008,70.08401482,918841,73.28853238,1874847,5.615006589,6.371273007,7.704530426,8.683699862,9.79158044,10.98209946,8.333594988,9.353954263,7.239356616,7.738542294,6.413956166,6.537891967,5.925709202,5.688802988,7.458337496,6.717347679,6.949253334,5.799882295,12.49302485,206082,15.10768265,120961,9.648112558,327045,6.486838788,4.855708188,3.056265194,2.131107744,2.504412443,1.393978011,3.060166222,1.267318615,-1.720564664,1364089,52.10781556,1253731,47.89218444,2617820,
Other small states,OSS,2018,57.59707142,8.507585529,46.36729327,8.773555161,8.193322188,64.56825429,8892287,61.77045013,10948072,67.03863595,19839683,8.560229195,9.170184847,8.645439093,10.55311887,8.063662126,9.880413007,6.916246398,7.915999039,5.651936201,6.347772635,4.684065969,5.141168214,4.029302839,4.067850319,3.52438621,3.275121241,2.921626938,2.493685597,5.493197471,964695,6.701273377,723096,4.427760525,1687878,2.296193642,1.786097744,1.694340785,1.199420366,1.248514936,0.754232739,1.462224014,0.688009676,2.028312491,14395696,46.85079616,16330989,53.14920384,30760469,1.034027223
Paraguay,PRY,2011,60.75555337,8.570017451,52.18553592,10.63585119,10.73698982,62.20625086,1928041,61.965658,2012089,62.43848747,3940132,10.01164403,10.09578236,8.879927057,8.973552947,7.164658986,7.280713133,5.621335531,5.695336002,5.084836188,5.073461279,4.583143578,4.564759067,3.956558112,3.975808949,3.410931242,3.437192205,2.616772089,2.604891709,5.331090614,178246,5.728680394,159422,4.947131339,337670,1.955572725,1.871613281,1.510862882,1.360118218,1.028035971,0.854301952,1.234208815,0.861097888,1.366481502,3111467,49.1234028,3222514,50.8765972,6333981,1.05
South Asia,SAS,2012,57.17841158,8.015038449,48.84127528,9.67990637,9.948632429,63.75261391,518467133,63.7845062,554960702,63.72276555,1073428550,9.195284887,9.349571802,8.577121477,8.629557321,7.646677794,7.617480539,6.69594487,6.616443008,5.896137388,5.819588676,5.183178168,5.122293498,4.424885683,4.364507859,3.664108421,3.591555155,2.821261144,2.663135259,5.109796449,44565949,5.482733354,41469314,4.761669421,86035711,2.097113338,1.89399237,1.543605496,1.345702127,1.003844581,0.844087258,0.838169939,0.677887665,1.336615358,812841807,48.27595645,870898645,51.72404355,1683740452,1.090278744
Sint Maarten (Dutch part),SXM,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.902265834,,,,,37685,
Kosovo,XKX,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.753584843,,,,,1791003,
Albania,ALB,2013,46.25665586,17.21555374,29.04110212,8.826945088,9.276280497,68.37295397,980634,68.72808532,998814,68.0270529,1979460,8.581961795,9.48379474,7.160555594,7.928388573,5.845779314,5.838511004,6.021865423,5.352930392,6.646412106,5.830226731,7.085579246,6.491814188,7.298349961,6.959060754,6.336863906,6.118478682,4.923772882,4.747567344,11.77078921,175330,12.28808526,165445,11.26810487,340775,3.97940631,3.871878968,3.406707204,3.285053678,2.474079706,2.338541561,2.42789204,1.772630664,-0.183211385,1426832,49.28452077,1468260,50.71547923,2895092,1.097
Burkina Faso,BFA,2018,89.9517866,4.572103087,85.37968351,10.71046689,11.16519294,52.64493785,5246123,53.02010432,5152024,52.26833578,10398147,8.962582793,9.264072971,7.478883414,7.642493959,6.298187939,6.346738327,5.278449076,5.219585844,4.243136048,4.072224115,3.394945441,3.126285271,2.767673493,2.415147033,2.189691096,1.769120717,1.696088126,1.247474605,2.406980829,288624,2.916987381,186790,1.895022702,475414,1.24034422,0.841940356,0.853607708,0.560492099,0.510450557,0.314521622,0.312584895,0.178068625,2.866979114,9894592,50.09548152,9856874,49.90451848,19751466,1.046
"Bahamas, The",BHS,2015,44.2635907,9.654300331,34.60929037,8.493083825,9.006761817,69.31770201,133875,69.51223311,125514,69.11259416,259387,8.374698845,8.951147527,7.22615685,7.508479803,7.403734319,7.15442051,7.449426767,7.327871019,7.940101354,7.71717105,7.093233364,6.908836615,6.681482097,6.471080569,5.226593005,4.747588212,3.623722688,3.319237038,6.692035937,14134,7.338830273,10904,6.004140787,25042,2.62160422,2.325338091,2.067064053,1.703118805,1.387908117,1.086956522,1.262253884,0.888727369,0.959964409,192592,51.46766435,181608,48.53233565,374200,1.057
Germany,DEU,2013,52.13209521,31.85125707,20.28083814,4.913170951,5.39940019,65.73234874,26223045,63.8901389,26786618,67.64017067,53010250,5.39343053,5.91594634,6.027873742,6.520291938,5.946986517,6.288851908,5.718712538,6.018539587,6.74463956,7.176514924,8.315503022,8.859902154,7.971578005,8.437913888,6.94035968,7.134913168,5.91788435,5.887896576,20.93657965,9592377,23.37098122,7292826,18.41546404,16884431,5.294101202,5.159924797,5.84922812,5.25485146,5.265091015,4.251582575,6.962560884,3.74910521,0.272900215,41043963,50.89423358,39601642,49.10576642,80645605,1.053
United Kingdom,GBR,2015,55.11102766,27.87998197,27.23104569,5.606388114,6.018382146,64.46994818,21051360,63.75067364,20929031,65.20998507,41980393,6.257680887,6.663487927,6.770348299,7.023218707,6.752955381,6.865718273,6.379634914,6.537082793,6.460338772,6.54164204,7.071366445,7.080304797,6.98807865,7.000943086,6.076649623,6.115389376,5.387232556,5.363815927,17.97421008,6387805,19.34444298,5316321,16.56441733,11704126,5.61796942,5.481894274,4.348325326,4.087565521,3.528873067,3.089352192,5.84927517,3.905605342,0.792367506,33021393,50.71147197,32094826,49.28852803,65116219,1.051
Guatemala,GTM,2015,68.74503545,7.605874992,61.13916046,10.87793107,11.61572233,59.26100031,4763441,60.22511861,4461970,58.26526579,9225408,9.852345011,10.31884928,8.420433731,8.561738587,7.481230529,7.291932458,6.250447325,5.750844278,5.012737022,4.365515947,4.004371823,3.372632896,3.266296697,2.710581614,2.74885936,2.300587867,2.310466035,1.976860538,4.507320106,386177,4.882514828,315494,4.119787367,701673,1.610308298,1.368155097,1.239357306,1.07111945,0.94145572,0.815447154,1.091393503,0.865065666,1.691465093,7909392,50.80734106,7658027,49.19265894,15567419,1.05
Ireland,IRL,2013,50.49879131,18.09865942,32.40013189,5.697382374,6.100604667,66.44571179,1547426,66.31510255,1524894,66.57844228,3072327,5.789344885,6.059576173,7.199093255,7.088744021,8.570588311,8.240035062,8.417360393,8.268072658,7.476612242,7.551604923,6.553037296,6.643248057,6.068366528,6.086039114,5.452492476,5.442749067,5.090824786,5.09776854,12.02579092,299611,12.83984699,256473,11.19789206,556050,4.169782888,4.144752727,3.053009389,2.925401624,2.30829337,2.061135081,3.30876134,2.066602631,0.526556159,2333444,50.46576416,2290372,49.53423584,4623816,1.06
Italy,ITA,2014,54.97990714,33.53042753,21.44947961,4.388508778,5.033440998,64.52449295,19719614,62.97020512,19503913,66.17472899,39223884,4.745317964,5.332150287,5.17681158,5.638452779,5.787632018,6.19336102,6.853689436,7.249297842,7.888191862,8.269706388,7.985944854,8.266572143,7.541867802,7.688553111,6.511394903,6.502606562,6.09084592,6.000587859,21.63533887,7519541,24.01198254,5632944,19.11198635,13151936,5.934712981,5.728290904,5.012793107,4.54511328,5.000778431,4.146739769,8.063698023,4.691842396,0.917504096,31315785,51.51542746,29473355,48.48457254,60789140,1.063
Jordan,JOR,2010,69.80281565,6.164825773,63.63798988,10.18813209,10.12847545,58.89184097,2084809,58.5944421,2191646,59.17755296,4276455,9.239602117,9.254574513,8.665408293,8.790825134,7.432423317,7.666054004,6.571104476,6.922488915,5.378254046,5.67016308,4.176381775,4.165427977,2.975999092,2.827345634,2.153212787,2.074303046,1.813924102,1.677895207,3.630580239,136345,3.832034113,127290,3.437010684,263636,1.543381285,1.409447095,1.097601146,1.053298372,0.679673482,0.595408301,0.5113782,0.378856917,5.204823279,3558032,48.99830491,3703509,51.00169509,7261541,1.054
